246,בדמותו,3
247,לדפוק,5
248,שנמאס,1
249,וחדשות,1
250,בדמותה,3
251,לדפוס,1
252,וגונחות,1
253,ולחזור,3
254,שקישרו,2
255,ומעצימים,2
256,נחחמד,1
257,ולעזוב,1
258,אטיאס,2
259,שישלב,1
260,ונראית,3
261,מתעסקת,1
262,ושרליז,3
263,וגיחות,1
264,מצברוח,1
265,אקדחים,1
266,ותהליך,1
267,איטלקיות,1
268,וכשאני,2
269,שישלח,1
270,למפתח,1
271,והרחבת,1
272,ולרגשותיהם,1
273,שותפים,1
274,גיחוחים,2
275,שמדביקים,1
276,והתפתלתי,1
277,רוזנברג,1
278,אמנויות,1
279,מתפללים,1
280,המעניינות,1
281,וחדשני,5
282,גיסא,2
283,נוגדת,1
284,גינס,1
285,לוגיים,1
286,והיסטוריה,2
287,מומלץץץץ,3
288,המיותרות,3
289,אדמה,2
290,שמאחורי,10
291,לקולונוע,4
292,הקומדיות,32
293,לוריין,1
294,האשכנזי,1
295,שקלארק,1
296,במיקצת,1
297,צדים,1
298,הסקרנות,1
299,מהתקופה,2
300,שצבחוץ,1
301,בשמינית,1
302,לאמריקאן,1
303,ונגמר,6
304,שהחברה,2
305,שהחברי,1
306,מתחברות,4
307,שמוביל,5
308,שהתחזקו,1
309,בניכור,1
310,אינויזיבל,1
311,ונראים,1
312,אדלר,1
313,פשטניים,2
314,מחשיבים,3
315,להידחף,1
316,לעיניים,10
317,שמובלת,1
318,האמיתיים,17
319,שישנה,5
320,שישנו,2
321,מבגיש,1
322,התרבדים,1
323,חזותיים,2
324,הלוקיישנים,2
325,איטלקיים,1
326,שישנן,3
327,מהמוות,1
328,מתפוררת,3
329,המעניינים,2
330,יהושוע,1
331,שמכניסים,1
332,שישנם,3
333,רימה,1
334,מניעהם,1
335,שיסביר,1
336,אדוארד,16
337,גילם,3
338,גילי,5
339,כדיי,2
340,גילך,1
341,צעירות,2
342,שהפריימים,1
343,גילו,5
344,שלסיפור,1
345,למקומות,7
346,מחפשת,4
347,שבארץ,1
348,הסמוראית,1
349,פטפטת,3
350,מתלווית,1
351,אדיש,11
352,אדיר,113
353,לחסידי,1
354,כדור,11
355,כדוש,1
356,להידבק,1
357,מקשרים,1
358,הסמוראים,3
359,כשכותבים,1
360,רוצווווווווווו,1
361,החרטומים,1
362,אדיף,1
363,אולפנים,1
364,שיקפיץ,1
365,שלארס,1
366,למייגע,1
367,המגלה,3
368,המטריקס,27
369,קומבינה,2
370,האמריקאקי,1
371,המגלם,2
372,שבאתי,7
373,הדגמה,1
374,במדויק,2
375,מחפשי,1
376,סיומים,1
377,מתחברים,11
378,והקלילים,1
379,מפרומו,1
380,המתבצעים,1
381,וציפייה,2
382,ובוביץ,2
383,תשארו,6
384,מתמודד,8
385,הענתיקה,1
386,המסתחררת,1
387,הנבל,5
388,שהעצבות,1
389,ורגעים,5
390,למפעל,1
391,תתעלמו,5
392,שמחבר,2
393,צעירים,21
394,לאמירה,1
395,ודיאלוגים,4
396,שאופרה,1
397,ואנחנו,11
398,בכשרון,2
399,שיכולתי,5
400,מפציצההה,1
401,מהתפאורה,3
402,ולואיז,3
403,ריתם,1
404,רופאה,1
405,מתמוגג,1
406,הנאם,1
407,המשוקפים,1
408,ריתק,9
409,השגתי,1
410,דמיון,20
411,הנאה,105
412,גישה,1
413,קמפבל,1
414,הפאלפונים,1
415,וחיבה,2
416,דרסטית,2
417,מזעזעת,5
418,גיהנום,2
419,ריקי,5
420,עכשווי,1
421,ברוסית,4
422,עיברי,2
423,לעינינו,1
424,לשחקנים,15
425,אלומות,1
426,המטריפה,1
427,לארכיון,1
428,לראשונים,1
429,המתבגרות,1
430,האבירים,1
431,לשחקנית,2
432,וצבעוניות,1
433,לטרייטים,1
434,וההתלהבות,1
435,לשיערות,1
436,הפירסומות,1
437,ומתעקש,1
438,לגודלה,1
439,קרסוליים,1
440,ששילתי,1
441,המופרעים,1
442,שמובאת,1
443,תנאי,1
444,סחבתי,2
445,באיטיות,6
446,ממועקה,1
447,במירוץ,2
448,מקפידים,1
449,קראוזה,1
450,בערכים,1
451,גיצד,1
452,לאונדו,1
453,ונראות,2
454,המוזיקלי,2
455,ומצמררת,1
456,ויפהפיה,1
457,שמחוץ,2
458,שמחות,1
459,הדספרדו,1
460,ריצי,1
461,באינטלקט,1
462,ברוסיה,1
463,ואופטימית,2
464,מיתרי,2
465,המיותרים,2
466,מומלך,2
467,ומקללים,1
468,ריקה,3
469,שמחזק,1
470,מומלצ,2
471,מומלץ,1629
472,למפקד,1
473,אדמס,2
474,נרתמת,1
475,מומלת,1
476,בהתמודדות,2
477,גירל,1
478,הפירסומים,2
479,והתאהבתי,3
480,המתבגרים,4
481,שהאנשים,2
482,והתאהבתם,1
483,גירה,1
484,מתוכנן,4
485,פרופיל,1
486,לביצוע,1
487,מפטריק,1
488,לאמיתה,1
489,ודיבוב,2
490,תשבןחות,1
491,ירגיש,2
492,ביתותר,1
493,בלורית,1
494,מתמוטט,1
495,שהעכביש,1
496,מעפנה,3
497,הציפייה,6
498,קוונטין,7
499,נימוח,1
500,קוונטים,1
501,האיקסים,1
502,ודספרדו,1
503,בסצינות,4
504,מומךץ,1
505,הנפילות,1
506,מיכאלי,1
507,קוונטית,1
508,מיכאלה,1
509,שימתין,1
510,ממליצים,4
511,אפרורית,2
512,הבינונית,1
513,נפלתי,10
514,להיבנן,1
515,המדוייקת,1
516,לנשמה,4
517,מתירני,1
518,הסכל,1
519,שהיינו,2
520,למחבבי,1
521,להסתיר,9
522,כואב,9
523,שירתק,2
524,רכוש,2
525,היחודית,1
526,הנחות,1
527,ממכונות,1
528,רצחנית,1
529,לנשמת,1
530,דוקטים,1
531,מוזעקים,1
532,רכות,1
533,פראיר,1
534,מיצמצתי,1
535,תסלח,2
536,פראית,1
537,שבאדם,2
538,זקנה,5
539,פראיס,1
540,השלישית,3
541,כששני,1
542,וסקרנות,2
543,לפיקסאר,2
544,התקדימון,1
545,להצחקק,1
546,שולנו,1
547,השלישיה,4
548,הסםר,1
549,מתפרסם,1
550,פראות,1
551,להסתכם,1
552,להסתכל,15
553,השלישים,1
554,שלאדם,1
555,וביקשנו,1
556,חידושים,3
557,יתחבר,5
558,האשקן,1
559,תדאגו,6
560,אובד,2
561,שגניפר,1
562,תסיר,1
563,משועמם,5
564,ופילוסופי,1
565,שתישארו,1
566,האיחור,1
567,אואן,3
568,מעיזים,2
569,הסלט,1
570,הדוקטור,1
571,שבאות,1
572,סקסי,9
573,בעיותיה,1
574,שהפילו,2
575,הסחר,4
576,בתחליט,1
577,וכוחות,1
578,תיזכרו,1
579,שמעיזה,1
580,שמזלו,1
581,רכבה,1
582,דייטים,5
583,אדירררר,2
584,בקורתה,1
585,ורצינות,2
586,טלפונים,4
587,ואיפלו,1
588,רכבת,12
589,ופמיניסטית,1
590,שישבה,4
591,שישבו,5
592,שישאר,4
593,קורקט,2
594,מרודפיו,1
595,שלאחר,1
596,הזיכרונות,2
597,הוידיאו,3
598,שיעוממון,1
599,מהפקות,2
600,מסתבכים,2
601,שישבת,1
602,ואינטיליגנטי,1
603,סקלה,1
604,בקלישאות,4
605,לשיפוטכם,2
606,הסטר,1
607,האותנטי,1
608,הדוקטים,1
609,המראים,1
610,שבאים,4
611,שמזמן,4
612,וכשאתה,2
613,בהחליפו,1
614,ומצחיק,145
615,השארו,1
616,הספה,2
617,ומטרידה,2
618,הדביל,1
619,הפגועים,1
620,המבין,3
621,לקלקל,12
622,המביע,1
623,כמשחק,1
624,האמיתיות,2
625,וצמאים,1
626,המביש,3
627,האתגר,1
628,מלאים,3
629,לנשום,6
630,צוחק,11
631,סטרייסנד,3
632,כמתנקש,1
633,אוחז,1
634,שמעלייך,1
635,לתיאור,3
636,הנחמד,1
637,נארניה,1
638,והספיק,1
639,ונימוסין,1
640,קיויתי,1
641,להתפלא,1
642,ותפסיקו,2
643,אוזי,1
644,וציפיתי,5
645,אוזן,1
646,ממזמן,14
647,לאשטון,2
648,לבלתי,4
649,המביא,1
650,הדביק,2
651,מאבקים,2
652,ומסכמים,1
653,כקודמיו,1
654,לרגשות,2
655,ודרמות,1
656,לאומית,1
657,הכתבה,2
658,הכוסיות,2
659,קורעת,10
660,מהמהמת,1
661,מהפתעות,1
662,ובימוי,21
663,והתאהבות,1
664,אויש,2
665,ירושליים,2
666,מקאזא,1
667,מקאזה,1
668,בתיאורים,1
669,המבחר,1
670,שפשוט,66
671,במפגן,1
672,המבטא,4
673,אויי,3
674,סקרן,2
675,צוות,42
676,שהייתה,9
677,הטפשות,1
678,הנדרשת,2
679,המבזה,1
680,שניגמר,1
681,מלאות,8
682,קורסת,1
683,שרוטים,1
684,שהייתם,2
685,בחמישיה,1
686,הספר,146
687,להסתפק,8
688,תסעו,1
689,שהייתי,40
690,השבוע,11
691,קורעע,3
692,קללות,3
693,קוזינות,1
694,הציפורים,1
695,הספן,1
696,אירוטיקה,1
697,כוחה,2
698,כוחו,5
699,אוטו,3
700,הדחיפות,1
701,ללכתתתתתתת,1
702,ונבהל,1
703,מפגינים,1
704,להתפזר,1
705,המבוך,1
706,שבאמת,52
707,אודי,1
708,ממליצות,1
709,הוליבודי,1
710,מישחק,6
711,להסתמך,2
712,הפירגון,1
713,קשעים,1
714,מקאלן,1
715,בשבועות,2
716,לנשים,19
717,באידיאליזם,1
718,ולקווין,1
719,והספור,1
720,צודק,8
721,הוחלט,1
722,מלאכת,4
723,מישוש,1
724,לכלבים,1
725,שישים,4
726,אשתדל,1
727,הסמל,3
728,תשאלו,5
729,וכמבון,1
730,הרגועה,1
731,משלושת,1
732,ממשלתי,1
733,נפלנו,2
734,רבותא,1
735,רבותי,6
736,למשקראתי,1
737,א,94
738,ב,488
739,ג,674
740,כובש,8
741,אווי,1
742,גיאופוליטי,1
743,ד,110
744,ה,550
745,אוון,10
746,ו,266
747,ז,96
748,שהפיצו,1
749,ח,72
750,ט,24
751,י,232
752,ך,5
753,כ,561
754,מישום,2
755,ל,405
756,ם,105
757,מ,369
758,אווו,2
759,ן,25
760,אווה,2
761,נ,100
762,אוהת,1
763,ס,35
764,מישהו,83
765,ע,156
766,ף,5
767,פ,46
768,ץ,10
769,צ,99
770,ק,97
771,ר,83
772,נילסן,2
773,לנשיא,1
774,ש,126
775,ת,124
776,שיזדהה,1
777,אוהל,1
778,מאחוריו,7
779,אוהב,108
780,שרוטות,1
781,מאחוריי,1
782,מוציאות,1
783,וגועלית,1
784,מישהי,9
785,הלאומית,1
786,אוהד,3
787,בתאריך,2
788,שמוצא,1
789,מהצחוקיה,1
790,היפוך,1
791,שמוצג,2
792,בגופיה,1
793,ונבנה,2
794,ולצפות,16
795,שדוקא,1
796,היפות,3
797,פלשבקים,2
798,והאתרים,2
799,תנופה,1
800,מהדהים,1
801,הנשק,5
802,ונחמדים,2
803,טרחני,3
804,הנשי,7
805,המועמדיות,1
806,בשירים,4
807,ראשוני,2
808,ראשונה,39
809,שבדיוק,1
810,האמפייר,1
811,שאליהם,4
812,תאריך,2
813,וחלונות,1
814,תשמונה,1
815,אהלן,2
816,ממחטה,2
817,שדורס,1
818,כווווולם,1
819,אהנה,2
820,ברוחניות,1
821,מומלצים,1
822,ששוקל,1
823,הגיהנום,1
824,ממחזר,1
825,בפרורוט,1
826,היוונית,5
827,משחזר,2
828,ופקחית,1
829,בתנועת,1
830,לרובוט,1
831,מדהיםםםםם,2
832,ומסתכל,2
833,מתישהו,2
834,המבנה,1
835,פוינטס,1
836,שירלי,1
837,בלהגעיל,1
838,שסרטים,7
839,מוסיקלית,2
840,התעסקות,1
841,תיעוד,3
842,מושבים,1
843,מוציאים,3
844,משחור,1
845,סקאי,1
846,ששורה,1
847,ששורד,1
848,בצבעים,1
849,שגויות,1
850,פרארי,2
851,ומשלבים,1
852,ששורר,1
853,ממחזה,1
854,הציוני,1
855,הגונדולות,1
856,ואותנטי,1
857,שנגמרו,3
858,ולצפיה,1
859,מתישות,1
860,המפתחות,1
861,במסגרתה,1
862,אנונימיים,1
863,ומתפזר,1
864,ומוסלמית,1
865,מתנהלים,2
866,אהיה,6
867,מאנדרסון,1
868,הריאליסטיות,1
869,יוואוווו,1
870,הנפש,10
871,גופות,4
872,ולימור,1
873,הכתרתי,1
874,הנפט,1
875,ומתוחכם,9
876,לאאאאאאאאאאאא,1
877,הפנימית,1
878,הנרי,2
879,בשמונה,1
880,הפלאשבקים,2
881,פנסיונר,2
882,חיזיון,1
883,להוגוורטס,2
884,זבולון,1
885,מטיבים,1
886,הקליימקסים,1
887,אלפים,1
888,הנקס,42
889,השעשועים,1
890,שמזלזלים,1
891,להתבייש,2
892,לקוחים,1
893,להתפעל,3
894,לבדיחות,1
895,הנקה,3
896,האופנוענים,1
897,בגופות,1
898,חמוווווווווווד,1
899,ממחיש,3
900,קבלתי,2
901,ממחיר,1
902,והתמים,1
903,משחיק,1
904,קימדיה,1
905,בבמאי,2
906,הפנימיה,1
907,להתקיים,2
908,וממומלץ,1
909,קורותיה,1
910,כהים,2
911,משחיז,1
912,שצופים,2
913,והאחריות,1
914,פראנס,1
915,סקיי,1
916,ויקטור,5
917,ואפלה,1
918,והקלישאות,1
919,מנוחות,1
920,במישהו,2
921,גשמית,1
922,להפגיש,2
923,ומסתבך,1
924,נוארה,1
925,התחזקתי,1
926,אפקטיבית,1
927,השותפים,2
928,העמוק,3
929,חיבור,3
930,שמעטים,1
931,והתקציב,2
932,דומים,14
933,וצפית,1
934,שיסגרו,1
935,בהתייחדות,1
936,ההרסנית,1
937,כביכול,21
938,הסבר,9
939,לתפארת,4
940,איטיים,3
941,הצפויה,1
942,הסופ,1
943,הסוס,5
944,שולחת,1
945,הסוף,418
946,החמוד,6
947,הקצוות,4
948,יתחיל,8
949,המבקר,28
950,השתגעתי,2
951,המתועש,1
952,תעלול,1
953,הסוד,3
954,הסוג,7
955,המתועב,1
956,העמוס,1
957,ראפרים,1
958,כרידיק,1
959,המבצע,3
960,העמדת,3
961,שולטת,2
962,שמעבירה,3
963,מישנם,1
964,במפעל,2
965,ובריטיים,1
966,ומסתבר,3
967,לקוחות,3
968,החמור,2
969,גופנו,1
970,לדיכאון,4
971,מימיקאי,1
972,מההמלצה,1
973,להצטער,1
974,סראונד,1
975,כמשקל,1
976,הסדר,6
977,להתפקע,3
978,למרפאת,1
979,היפים,41
980,מושבעת,4
981,שולית,1
982,סקוט,4
983,והאגדה,1
984,שירצה,1
985,סקול,1
986,רועשת,1
987,שירצו,1
988,מכתבים,1
989,חיבים,4
990,נעזרת,1
991,דומות,4
992,להתפרץ,1
993,הדבקה,1
994,באמתזה,1
995,ומסתדר,1
996,בעזרתו,1
997,שמזהה,1
998,תחליף,2
999,בונבון,1
1000,ונושנוש,1
1001,המתוקה,3
1002,תחליט,1
1003,להתפרק,1
1004,להתפרש,2
1005,העוסקת,1
1006,וצפוי,20
1007,הסבל,3
1008,בדפנה,1
1009,תספורת,1
1010,מאווווווווווווד,1
1011,הסבא,2
1012,להתפתח,4
1013,החמאס,1
1014,תחלית,1
1015,גובוביץ,1
1016,להתפשר,2
1017,במישור,3
1018,במלאכת,1
1019,ותטשטש,1
1020,ההקשבה,1
1021,גופכם,1
1022,ששזור,1
1023,השבעה,1
1024,להתפתל,1
1025,מועמדת,1
1026,כשגיין,1
1027,הנחשב,1
1028,שמאפשר,2
1029,ואפור,2
1030,שבמילה,1
1031,שתחביב,1
1032,לחלוחית,1
1033,זקוק,2
1034,וצעירה,1
1035,מודבקת,1
1036,הצפייה,39
1037,יתלוננו,1
1038,ממשימה,1
1039,הפרקטית,1
1040,התגלגלות,1
1041,מישניים,1
1042,הצעירים,9
1043,סאטירית,2
1044,גלחו,1
1045,בלנקה,1
1046,שזולגות,1
1047,המסיכות,1
1048,מחמיאים,1
1049,כבנאדם,1
1050,וקייצי,2
1051,מבדרך,1
1052,נאצים,1
1053,כמצופה,1
1054,וקיירה,1
1055,המוכרות,4
1056,לבנים,18
1057,מוגזמים,4
1058,העלק,1
1059,סאנגו,1
1060,זוגיות,6
1061,המשובצות,1
1062,כסטודנט,2
1063,שבדים,1
1064,הכפיתי,1
1065,המתקיימת,2
1066,מעצים,1
1067,מהומות,1
1068,העלו,1
1069,העלה,8
1070,המתרידות,1
1071,חינניות,1
1072,הסופרמני,1
1073,היפהפיה,4
1074,הזקנים,2
1075,מהומור,1
1076,מסעדות,1
1077,כישלון,10
1078,במשחקם,1
1079,אדווראד,1
1080,מעציב,5
1081,ששימש,1
1082,השדכנית,1
1083,לבנות,36
1084,שמעורר,5
1085,ונהדר,7
1086,האלביסים,1
1087,גלים,2
1088,שמינה,1
1089,מחצית,3
1090,בלנשט,1
1091,במשחקי,2
1092,שמאפיין,1
1093,במשחקה,5
1094,במשחקו,2
1095,המהות,1
1096,נינוח,2
1097,ששינו,3
1098,הפצצה,4
1099,ששינה,1
1100,והטיפול,2
1101,מקצועיים,4
1102,אלקבץ,13
1103,שובמיוחד,1
1104,מטריקס,44
1105,ומופלאה,2
1106,העמל,1
1107,לפרנקופונים,1
1108,כזאת,43
1109,תעלו,1
1110,לקנות,28
1111,כריזמטים,1
1112,שבפשוט,1
1113,העיר,12
1114,בפיספוס,1
1115,העיק,1
1116,המהגר,1
1117,אנדרדוג,1
1118,העיף,1
1119,מונים,4
1120,צפצפני,1
1121,שלולית,1
1122,העין,11
1123,מפיקסאר,1
1124,כשהסביבה,1
1125,מעצמם,3
1126,מונית,2
1127,מעצמן,2
1128,הקלאסיים,1
1129,ובסגנון,1
1130,הצפיות,3
1131,מועמדות,8
1132,הפטריוט,1
1133,מונטי,4
1134,שיבוטים,3
1135,הפנייה,1
1136,מעצמו,4
1137,גלגל,2
1138,ותהינו,1
1139,ורצינו,1
1140,מעצמה,3
1141,ממשיכה,4
1142,ורציני,2
1143,מעצמי,1
1144,השתובה,1
1145,החננה,1
1146,שריצארד,1
1147,לאבודה,1
1148,במינונים,1
1149,ונסחפתי,1
1150,מקדשת,2
1151,ואביריו,1
1152,זוגיים,1
1153,בסינמטק,3
1154,כותב,18
1155,ומסטולים,1
1156,כנתונה,1
1157,תיצאו,1
1158,להיהפך,2
1159,כמאורה,1
1160,מקצועיות,1
1161,המהבם,1
1162,סימפסון,2
1163,שעצבן,2
1164,מונחת,1
1165,נתקעים,1
1166,הסיניים,1
1167,שקדמו,1
1168,העלילה,627
1169,מהשחקן,4
1170,העלילנ,1
1171,מבדרת,3
1172,מהתופעה,1
1173,בלהפחיד,1
1174,העצה,2
1175,מנושאים,1
1176,העצב,2
1177,ומתנגן,1
1178,למצור,1
1179,אובדניים,1
1180,עידית,2
1181,למצות,4
1182,שצחקתי,5
1183,לאירופאים,1
1184,ההמבורגר,1
1185,תהנווו,2
1186,סיינס,10
1187,שהבדיחות,1
1188,ספינה,1
1189,חורפית,1
1190,שבישבלם,1
1191,המהנה,2
1192,שלדנה,1
1193,מאודיסאה,1
1194,ליוצרים,6
1195,מעצבן,47
1196,רלנד,2
1197,דחקות,1
1198,אפלטוני,1
1199,מומלץץץץץץ,1
1200,המהמם,5
1201,מעולהההההההההה,3
1202,ספיסי,1
1203,במקור,4
1204,מרעישים,1
1205,במקום,79
1206,שנכונה,1
1207,שדירג,1
1208,הפניות,2
1209,בשיתוף,2
1210,מצטיין,3
1211,העלייה,2
1212,חוצמזה,11
1213,הערה,10
1214,גלעד,1
1215,יאוו,2
1216,הערב,10
1217,פעולולי,1
1218,החקירה,1
1219,ותהייה,1
1220,פאבל,1
1221,וראינו,3
1222,יפהפייה,1
1223,שמירה,2
1224,שונאי,1
1225,אזהרה,15
1226,מהכוכבים,1
1227,השכונות,1
1228,טירופו,1
1229,יפהפיים,2
1230,כלעומת,1
1231,מתנגדים,2
1232,להתקפי,1
1233,שונאת,7
1234,רקיתי,1
1235,יאהב,29
1236,למצוא,55
1237,שמירת,1
1238,לילסדה,1
1239,ומהנות,3
1240,שמישו,1
1241,הסיליקון,2
1242,לאלוהי,1
1243,שנתייחס,1
1244,הענקי,2
1245,נעימה,36
1246,אזור,2
1247,עידון,1
1248,וראיית,1
1249,נפגשים,8
1250,מחמיאות,2
1251,העסק,2
1252,משגורמים,1
1253,פתיחת,1
1254,והשידוכין,1
1255,בהעמדת,1
1256,ונהיה,5
1257,הכנסייה,6
1258,השהיל,1
1259,מעידות,2
1260,הענק,24
1261,סיימו,3
1262,שמשתחרר,1
1263,מהיתוש,1
1264,שמעורב,1
1265,לבנון,1
1266,העני,1
1267,שהגעתי,2
1268,ומתנהלת,1
1269,מוגזמות,4
1270,ששיתף,1
1271,המוכתמות,1
1272,עידוד,2
1273,ממיקל,1
1274,הדהים,2
1275,ממיקי,1
1276,התלבטנו,1
1277,ומהנים,1
1278,בדקות,2
1279,התחרטתי,1
1280,העלובים,2
1281,מהכוכבות,1
1282,שהוקסמתי,1
1283,העליון,3
1284,המשחקים,11
1285,מעצימה,2
1286,לנוסטלגיית,2
1287,המהיר,2
1288,נחישות,2
1289,סביונים,1
1290,מהאגדות,2
1291,שישרפו,1
1292,ותהיות,6
1293,בומבסטית,1
1294,המלאכותי,1
1295,יפהפיות,2
1296,הטרמינייטורית,1
1297,המתיקות,5
1298,שבדרך,6
1299,פתיחה,6
1300,שלטרנטינו,1
1301,דינמיקה,2
1302,מלהיב,16
1303,ואוווו,1
1304,האבחנות,1
1305,נבהלתי,2
1306,כבחורה,1
1307,הכיייי,1
1308,החשפנות,1
1309,מבהיל,20
1310,ולרקוד,5
1311,המוחלטת,1
1312,לכנסים,1
1313,שישרוד,1
1314,תמימותה,1
1315,ופיתחתי,2
1316,מבהיר,2
1317,להתקשר,1
1318,שידרוג,1
1319,בבסיס,1
1320,מונפש,1
1321,גלדיטור,1
1322,הבקורות,2
1323,אומת,1
1324,המוכתמים,1
1325,כוסי,1
1326,שצחקנו,1
1327,ואואווו,1
1328,אומר,146
1329,אומץ,3
1330,ואקין,1
1331,אומן,3
1332,הסתם,10
1333,אומם,1
1334,צוםה,1
1335,לאוסקר,28
1336,המתחלפות,1
1337,כמרכיב,1
1338,שדיאן,1
1339,ממחצית,1
1340,אוסף,11
1341,וואנאבי,1
1342,הסםרטים,1
1343,עבודתה,2
1344,המהפך,1
1345,בשישים,1
1346,חלופות,1
1347,אאאהההבבבתתתייי,1
1348,אוסי,1
1349,המרגשת,4
1350,עבודתי,1
1351,ושאהבה,1
1352,עבודתו,2
1353,ומתמכרים,1
1354,כשחקנית,6
1355,לדיאלוגים,2
1356,חובההההה,3
1357,ולבמאים,1
1358,הפטריוטיות,2
1359,והכואבים,2
1360,דוסון,2
1361,מונעת,1
1362,אונס,7
1363,הסרט,6260
1364,שדיבר,1
1365,לאחרון,1
1366,רוצים,84
1367,אולו,1
1368,שהתרחש,7
1369,הסרא,2
1370,הסרג,3
1371,כולא,1
1372,נוהגת,1
1373,כולה,15
1374,כולו,43
1375,ובחוטי,1
